17870 211443 339989 469794 165542
189614 63952 98076 305821 431982
4162 6746 6653 2170 6720
56588 316481 381778 440473 385837
362309 101940 256240 263432 170476
129739 269625 463857 425254 13355
100731 380202 131785 273700 307919
162374 192330 293152 437823 411005
266341 257536 424710 24796 280694
330864 43173 115113 239721 78576
76771 337819 277912 77782 340442
447544 48604 286864 485195 63528
339811 53427 368094 496183 6201
449154 179685 388555 17535 241349
5965 308371 163440 138922 74724
424921 300947 235692 415376 404754
181878 466528 43504 375725 158320
472430 174611 268236 422326 475115
484350 87017 70905 402059 67278
175392 116710 127854 91506 413583
370886 330303 142529 373985 324482
310448 52536 499957 174399 279166
201736 330554 253793 34093 94357
493876 225551 361038 345222 144958
109228 370200 483470 18272 212139
441412 402101 303082 311432 143725
133703 484741 332967 31673 414669
323334 291460 118025 377799 316763
234847 70454 210159 262647 61063
472062 314049 364304 126576 24398
343852 336889 143747 431616 488797
326907 153038 336937 404029 385600
183947 458363 92077 367872 102047
265230 358264 335302 353351 48957
232034 452660 15786 283960 426367
147928 393775 306674 47944 486238
91865 230903 125428 381607 496826
356215 444682 111452 170904 461170
35263 19753 268558 118991 311083
271102 61884 423762 243975 474558
419452 231384 337683 214077 313927
77857 266449 100554 405830 294085
45599 395593 30447 240034 127103
7102 446803 88169 495593 306152
53502 1558 174932 2024 206680
122776 322219 382328 351270 123734
179355 249464 305173 63124 441613
310059 466757 65864 454181 391725
6571 408951 300900 487673 285146
312384 380309 178300 314121 26797
69253 426320 92930 432622 442095
77695 206379 346845 421443 475162
267051 221012 258932 392154 190390
259471 478803 451846 140841 134845
153953 186150 157807 26678 421806
31310 398840 77610 494420 487814
256887 441587 259482 396461 231469
359032 448375 481114 409761 181775
